ten,gia,giong_nho,nha_san_xuat,quoc_gia,nong_do,dung_tich,loai_ruou,url
Rượu vang Pháp Gevrey-Chambertin Mes Cinq Terroirs 2014 3L,45.375.000 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,14% ABV*,3L,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/gevrey-chambertin-mes-cinq-terroirs-2014-3l/
Rượu vang Pháp Gevrey-Chambertin Mes Cinq Terroirs 2016,6.655.000 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/gevrey-chambertin-mes-cinq-terroirs/
Rượu vang Pháp Gevrey-Chambertin Mes Cinq Terroirs 2016 1.5L,17.737.500 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,14% ABV*,1.5L,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chambertin-mes-cinq-terroirs-2016-1500ml/
Rượu vang Pháp Gevrey-Chambertin Mes Cinq Terroirs 2019,6.655.000 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/gevrey-chambertin-mes-cinq-terroirs-2019/
Rượu vang Pháp Gevrey-Chambertin Mes Cinq Terroirs 2020,6.655.000 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/gevrey-chambertin-mes-cinq-terroirs-2020/
Rượu vang Pháp Gevrey-Chambertin Mes Cinq Terroirs 2021,6.655.000 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/gevrey-chambertin-mes-cinq-terroirs-2021/
Rượu vang Pháp Gevrey-Chambertin Mes Cinq Terroirs 2017,6.655.000 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/gevrey-chambertin-mes-cinq-terroirs-2017/
Rượu vang Pháp Arnaud Mortet Charmes-Chambertin Grand Cru 2020,28.325.000 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/arnaud-mortet-charmes-chambertin-grand-cru/
Rượu vang Pháp Domaine Denis Mortet Gevrey-Chambertin Lavaux St Jacques 2018,17.022.500 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/domaine-denis-mortet-gevrey-chambertin-lavaux-st-jacques-2018/
Rượu vang Pháp Gevrey-Chambertin Mes Cinq Terroirs 2018,6.655.000 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/gevrey-chambertin-mes-cinq-terroirs-2018/
Rượu Vang Pháp Ilex De Franc Mayne 2019,1.573.000 ₫,Bordeaux Blend,Château Franc Mayne,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/ilex-de-franc-mayne/
Rượu vang Pháp Intuition De Fleur Cardinale 2018,1.548.800 ₫,Bordeaux Blend,Château Fleur Cardinale,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/intuition-de-fleur-cardinale-2018/
Rượu vang Pháp Intuition De Fleur Cardinale 2019,1.548.800 ₫,Bordeaux Blend,Château Fleur Cardinale,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/intuition-de-fleur-cardinale/
Rượu vang Pháp La Fleur De Badette,1.111.000 ₫,Bordeaux Blend,Château Badette,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/la-fleur-de-badette/
Rượu vang Con Gà La Vieille Ferme Rouge,506.000 ₫,Blend,Famille Perrin,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/la-vieille-ferme-rouge/
Rượu vang Pháp Le Cabanon Syrah,654.500 ₫,Blend,Maison Les Alexandrins,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/le-cabanon-syrah/
Rượu vang Pháp Le Petit Haut Lafitte 2015,2.365.000 ₫,Bordeaux Blend,Château Smith Haut Lafitte,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/le-petit-haut-lafitte-2015/
Rượu vang Pháp Le Petit Haut Lafitte 2020,2.365.000 ₫,Bordeaux Blend,Château Smith Haut Lafitte,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/le-petit-haut-lafitte-2020/
Rượu vang Pháp Les Forts de Latour 2005,17.710.000 ₫,Bordeaux Blend,Château Latour,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/les-forts-de-latour-2005/
Rượu vang Pháp Les Forts de Latour 2015,15.972.000 ₫,Bordeaux Blend,Château Latour,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/les-forts-de-latour-2015/
Rượu vang Pháp Les Terrasses De L’eridan Rouge,654.500 ₫,Blend,Maison Les Alexandrins,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/les-terrasses-de-leridan-rouge/
Rượu vang Pháp Louis Latour Corton Grand Cru Domaine Latour 2014,4.900.500 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-corton-grand-cru-domaine-latour-2014/
Rượu Vang Pháp Louis Latour Echézeaux Grand Cru 2012,13.282.500 ₫,Gamay,Maison Louis Latour,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-echezeaux-grand-cru-2012/
Rượu vang Pháp Louis Latour Moulin-a-Vent Les Michelons,1.210.000 ₫,Gamay,Maison Louis Latour,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-moulin-a-vent-les-michelons/
Rượu vang Pháp Louis Latour Pernand-Vergelesses 1er Cru Ile Des Vergelesses 2022,2.431.000 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-pernand-vergelesses-1er-cru-ile-des-vergelesses-2022/
Rượu vang Pháp Louis Latour Pinot Noir Les Pierres Dorées,1.199.000 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-pinot-noir-les-pierres-dorees/
Rượu vang Pháp Lynsolence 2018,3.190.000 ₫,Merlot,Château Lynsolence,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/lynsolence-2018/
Rượu vang Pháp Maison Les Alexandrins Côte-Rôtie Rouge 2020,2.469.500 ₫,Blend,Maison Les Alexandrins,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/maison-les-alexandrins-cote-rotie-rouge-2020/
Rượu vang Pháp Maison Les Alexandrins Côte-Rôtie Rouge 2021,2.469.500 ₫,Blend,Maison Les Alexandrins,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/maison-les-alexandrins-cote-rotie-rouge-2021/
Rượu vang Pháp Maison Les Alexandrins Crozes-Hermitage Rouge,1.100.000 ₫,Syrah,Maison Les Alexandrins,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/maison-les-alexandrins-crozes-hermitage-rouge/
Rượu vang Pháp Maison Les Alexandrins Hermitage Rouge 2018,2.893.000 ₫,Syrah,Maison Les Alexandrins,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/maison-les-alexandrins-hermitage-rouge/
Rượu vang Pháp Maison Les Alexandrins Hermitage Rouge 2020,2.893.000 ₫,Syrah,Maison Les Alexandrins,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/maison-les-alexandrins-hermitage-rouge-2020/
Rượu vang Pháp Maison Les Alexandrins Saint-Joseph Rouge,1.282.600 ₫,Syrah,Maison Les Alexandrins,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/maison-les-alexandrins-saint-joseph-rouge/
Rượu Vang Pháp Château de Marsannay Bourgogne du Château 2021,1.331.000 ₫,Pinot Noir,Château de Marsannay,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-de-marsannay-bourgogne-du-chateau/
Rượu Vang Pháp Marsannay Clos De Jeu 2019,2.101.000 ₫,Pinot Noir,Château de Marsannay,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/marsannay-clos-de-jeu-2019/
Rượu vang Pháp Louis Latour Mercurey Rouge 2020,1.837.000 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-mercurey-rouge-2020/
Rượu vang Pháp Louis Latour Mercurey Rouge 2021,1.837.000 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-mercurey-rouge-2021/
Rượu vang Pháp Mondot 2018,2.398.000 ₫,Bordeaux Blend,Château Troplong Mondot,Vang Pháp,15.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/mondot-2018/
Rượu vang Pháp Mondot 2019,2.398.000 ₫,Bordeaux Blend,Château Troplong Mondot,Vang Pháp,15.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/mondot-2019/
Rượu vang Pháp Louis Latour Santenay 1er Cru La Comme 2020,2.492.600 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-santenay-1er-cru-la-comme/
Rượu vang Pháp Louis Latour Santenay 1er Cru La Comme 2019,2.492.600 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-santenay-1er-cru-la-comme-2019/
Rượu vang Pháp Louis Latour Santenay 1er Cru La Comme 2021,2.492.600 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-santenay-1er-cru-la-comme-2021/
Rượu vang Pháp Savigny-Lès-Beaune Cuvée De L’ingénieur Henri Darcy 2018,2.387.000 ₫,Pinot Noir,Château de Marsannay,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-burgundy/savigny-les-beaune-cuvee-de-lingenieur-henri-darcy-2018/
Rượu vang Pháp Savigny-Lès-Beaune Cuvée De L’ingénieur Henri Darcy 2019,2.387.000 ₫,Pinot Noir,Château de Marsannay,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-burgundy/savigny-les-beaune-cuvee-de-lingenieur-henri-darcy/
Rượu vang Pháp Smith Haut Lafitte Blanc 2018,10.109.000 ₫,Blend,Château Smith Haut Lafitte,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/smith-haut-lafitte-blanc/
Rượu vang Pháp Château Smith Haut Lafitte Rouge 2005,16.478.000 ₫,Bordeaux Blend,Cathiard Family,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/smith-haut-lafitte-rouge-2005/
Rượu vang Pháp Château Smith Haut Lafitte Rouge 2010,12.243.000 ₫,Bordeaux Blend,Cathiard Family,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/smith-haut-lafitte-rouge-2010/
Rượu vang Pháp Château Smith Haut Lafitte Rouge 2011,6.743.000 ₫,Bordeaux Blend,Cathiard Family,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/smith-haut-lafitte-rouge-2011/
Rượu vang Pháp Château Smith Haut Lafitte Rouge 2015,8.591.000 ₫,Bordeaux Blend,Cathiard Family,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/smith-haut-lafitte-2015/
Rượu vang Pháp Château Smith Haut Lafitte Rouge 2015 1.5L,18.876.000 ₫,Bordeaux Blend,Cathiard Family,Vang Pháp,14.5% ABV*,1.5L,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-smith-haut-lafitte-rouge-2015-1500ml/
Rượu vang Pháp Château Smith Haut Lafitte Rouge 2016,8.470.000 ₫,Bordeaux Blend,Cathiard Family,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/smith-haut-lafitte-rouge-2016/
Rượu vang Pháp Vieux Château Certan 2011,15.972.000 ₫,Bordeaux Blend,Vieux Château Certan,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/vieux-chateau-certan-2011/
Rượu vang Pháp Vieux Château Certan 2012,13.975.500 ₫,Bordeaux Blend,Vieux Château Certan,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/vieux-chateau-certan-pomerol/
Rượu vang Pháp Volnay Domaine Des Comtes Lafon 2017,9.317.000 ₫,Pinot Noir,Domaine Des Comtes Lafon,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/volnay-domaine-des-comtes-lafon/
Rượu vang Pháp Louis Latour Volnay Les Mitans 2015,4.186.600 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/volnay-les-mitans-louis-latour/
Rượu vang Pháp Louis Latour Volnay Les Mitans 2016,4.186.600 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-volnay-les-mitans-2016/
Rượu vang Pháp Louis Latour Pommard,3.982.000 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-pommard/
Rượu vang Pháp Louis Latour Volnay 2014,3.194.400 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-volnay-2014/
Rượu vang Pháp Louis Latour Volnay 2020,3.194.400 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-volnay-2020/
Rượu vang Pháp Louis Latour Volnay Premier Cru En Chevret 2014,5.045.700 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-volnay-premier-cru-en-chevret-2014/
Rượu vang Pháp Louis Latour Volnay Premier Cru En Chevret 2015,5.045.700 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/volnay-en-chevret-louis-latour/
Rượu vang Pháp Volnay-Champans Premier Cru Domaine Des Comtes Lafon 2014,15.972.000 ₫,Pinot Noir,Domaine Des Comtes Lafon,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/volnay-champans-premier-cru-domaine-des-comtes-lafon-2014/
Rượu vang Pháp Volnay-Champans Premier Cru Domaine Des Comtes Lafon 2017,13.975.500 ₫,Pinot Noir,Domaine Des Comtes Lafon,Vang Pháp,12.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/volnay-champans-premier-cru-domaine-des-comtes-lafon/
Rượu vang Pháp Louis Latour Vosne-Romanée 1er Cru Les Petits Monts 2015,6.424.000 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latourvosne-romanee-les-petits-monts/
Rượu vang Pháp Louis Latour Vosne-Romanée 2023,4.186.600 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-vosne-romanee-2023/
Rượu vang Pháp Yvecourt Bordeaux Rouge,572.000 ₫,Blend,Yvon Mau,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/yvecourt-bordeaux-rouge-2022/
Rượu vang Tây Ban Nha Aro Muga 2000,13.992.000 ₫,Blend,Bodegas Muga,Vang Tây Ban Nha,14.5% ABV*,,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/aro-muga/
Rượu vang Tây Ban Nha Aro Muga 2006,10.890.000 ₫,Blend,Bodegas Muga,Vang Tây Ban Nha,14.5% ABV*,5L,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/aro-muga-2006/
Rượu vang Tây Ban Nha Aro Muga 2019,16.632.000 ₫,Blend,Bodegas Muga,Vang Tây Ban Nha,14.5% ABV*,5L,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/aro-muga-2019/
Rượu vang Tây Ban Nha Freixenet Cabernet Sauvignon Spanish Wine Collection,638.000 ₫,Cabernet Sauvignon,Freixenet,Vang Tây Ban Nha,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/freixenet-cabernet-sauvignon/
Rượu vang Tây Ban Nha Muga Reserva Seleccion Especial 2011 5L,15.306.500 ₫,Tempranillo,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,5L,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/muga-reserva-seleccion-especial-2011/
Rượu vang Tây Ban Nha Muga Reserva Seleccion Especial 2015 3L,8.327.000 ₫,Tempranillo,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,3L,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/muga-reserva-seleccion-especial-2015-3l/
Rượu vang Tây Ban Nha Muga Reserva Seleccion Especial 2015 5L,16.313.000 ₫,Tempranillo,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,5L,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/muga-reserva-seleccion-especial-2015-5l/
Rượu vang Tây Ban Nha Muga Reserva Seleccion Especial 2018,2.046.000 ₫,Tempranillo,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/muga-reserva-seleccion-especial-2018/
Rượu vang Tây Ban Nha Muga El Andén de la Estación,825.000 ₫,Blend,Bodegas Muga,Vang Tây Ban Nha,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/muga-el-anden/
Rượu vang Tây Ban Nha Muga Reserva Seleccion Especial 2020,2.046.000 ₫,Tempranillo,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/ruou-vang-tay-ban-nha-muga-reserva-seleccion-especial-2020/
Rượu vang Tây Ban Nha Prado Enea Gran Reserva 2009 5L,18.150.000 ₫,Blend,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,5L,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/prado-enea-gran-reserva-2009-5l/
Rượu vang Tây Ban Nha Prado Enea Gran Reserva 2010 3L,11.737.000 ₫,Blend,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,3L,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/prado-enea-gran-reserva-2010-3l/
Rượu vang Tây Ban Nha Prado Enea Gran Reserva 2010 5L,21.175.000 ₫,Blend,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,5L,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/prado-enea-gran-reserva-2010-5l/
Rượu vang Tây Ban Nha Prado Enea Gran Reserva 2014,3.476.000 ₫,Blend,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/prado-enea-gran-reserva/
Rượu vang Tây Ban Nha Prado Enea Gran Reserva 2016,3.476.000 ₫,Blend,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/prado-enea-gran-reserva-2016/
Rượu vang Tây Ban Nha Solaz Tempranillo Cabernet Sauvignon,425.700 ₫,Blend,Bodegas Osborne,Vang Tây Ban Nha,14% ABV*,,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/solaz-tempranillo-cabernet-sauvignon/
Rượu Vang Tây Ban Nha Torre Muga 2011 3L,18.392.000 ₫,Tempranillo,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,3L,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/torre-muga-2011-3l/
Rượu Vang Tây Ban Nha Torre Muga 2011 5L,29.645.000 ₫,Tempranillo,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,5L,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/torre-muga-2011-5l/
Rượu Vang Tây Ban Nha Torre Muga 2016,3.773.000 ₫,Tempranillo,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/torre-muga/
Rượu Vang Tây Ban Nha Torre Muga 2019,3.773.000 ₫,Tempranillo,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/torre-muga-2019/
Rượu Vang Tây Ban Nha Torre Muga 2021,3.773.000 ₫,Tempranillo,Bodegas Muga,Vang Tây Ban Nha,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/vang-tay-ban-nha/torre-muga-2021/
Rượu vang Úc Barramundi Shiraz,440.000 ₫,Syrah,Barramundi,Vang Úc,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-uc/barramundi-shiraz/
Rượu Vang Ý 60 Sessantanni Limited Edition,2.057.000 ₫,Primitivo,San Marzano,Vang Ý (Italy),15.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-y/60-sessantanni-limited/
Rượu vang Ý Amarone della Valpolicella Classico Quintarelli Giuseppe 2000,48.884.000 ₫,Blend,Giuseppe Quintarelli,Vang Ý (Italy),16.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-y/amarone-della-valpolicella-classico-quintarelli-giuseppe-2000/
Rượu vang Ý Amarone della Valpolicella Classico Quintarelli Giuseppe 2015,22.495.000 ₫,Blend,Giuseppe Quintarelli,Vang Ý (Italy),16.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-y/amarone-della-valpolicella-classico-quintarelli-giuseppe-2015/
Rượu vang Ý Amarone della Valpolicella Classico Riserva Quintarelli Giuseppe 2009,46.343.000 ₫,Blend,Giuseppe Quintarelli,Vang Ý (Italy),16.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-y/ruou-vang-y-amarone-della-valpolicella-classico-riserva-quintarelli-giuseppe-2009/
Rượu vang Ý Amarone della Valpolicella Classico Riserva Quintarelli Giuseppe 2011,23.232.000 ₫,Blend,Giuseppe Quintarelli,Vang Ý (Italy),16.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-y/amarone-della-valpolicella-classico-riserva-quintarelli-giuseppe-2011/
Rượu vang Ý Quintarelli Giuseppe Recioto Della Valpolicella Classico 1997,27.467.000 ₫,Blend,Giuseppe Quintarelli,Vang Ý (Italy),15.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-y/quintarelli-giuseppe-recioto-della-valpolicella-classico-1997/
Rượu vang Ý Campo ai Sassi Rosso di Montalcino,1.276.000 ₫,Sangiovese,Marchesi Frescobaldi,Vang Ý (Italy),14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-y/campo-ai-sassi/
Rượu Vang Ý Cantina Vierre Primitivo Del Salento,660.000 ₫,Primitivo,Caviro,Vang Ý (Italy),14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-y/cantina-vierre-primitivo-del-salento/
Rượu Vang Ý Cantina Vierre Vino Rosso D’italia,544.500 ₫,Blend,Caviro,Vang Ý (Italy),14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-y/cantina-vierre-vino-rosso-ditalia/
Rượu vang Ý Capitel Nicalò Valpolicella Superiore,902.000 ₫,Blend,Tedeschi Wines,Vang Ý (Italy),14% ABV*,,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-y/capitel-nicalo-valpolicella-superiore/
